uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
2934,3639,823/JAC,Primary section,BKS,9789350897645,Dreamland Publications,10p.,New Delhi,,Jack and the beanstalk,"Jack takes the cow into town and is offered magic beans in exchange for it. When his mother sees he's brought home beans instead of money, she throws the beans out the window and a great beanstalk grows into the clouds. Jack climbs the stalk in hopes of finding food.",,Wonderful story book,,"""Children's Literature, Fantasy, Magic, Adventure, Folk Tales, Fairy Tales, Classic Literature"""
2935,364,823/BRO,Primary section,BKS,9780375808739,Random house,24p.,New york,"Brown, Marc Tolon",Arthur clean your room,"His sister D.W. convinces Arthur to have a garage sale after his mother tells him to get rid of the junk in his room, but things do not work out exactly as he had planned",,Step into reading,1999,"""Children's Literature, Sibling Relationships, Garage Sale, Cleanliness, Lesson Learning, Humorous Stories, Room Cleaning, Family Dynamics, Misadventures, Problem-solving, Young Reader, Arthur the Aardvark Series"""
2936,3640,294.5/DEV,Primary section,BKS,9788187108382,Om Books International,79p.,Mumbai,,Devis: the mother goddesses,"This book has five beautifully illustrated traditional stories of Hindu goddesses- Durga, Kali, Lakshmi and Saraswati.",,Large print,2008,"""Hindu Mythology"", ""Divine Feminine"", ""Goddess Durga"", ""Goddess Kali"", ""Goddess Lakshmi"", ""Goddess Saraswati"", ""Illustrated Stories"", ""Mother Goddesses"", ""Hinduism"", ""Religious Stories"", ""Eastern Mythology"", ""Goddess Worship"", ""Spirituality"", ""Indian Culture"", ""Hindu Deities"""
2937,3641,823/LEW,Primary section,BKS,9780439471534,Scholastic ,30p.,New York,"Lewis, Hara",Cinderella,Cinderella wants to go to the ball. Will her wish come true?,,Scholastic readers : level 2,2004,"""Fairy Tales"", ""Children's Literature"", ""Magic"", ""Traditional Stories"", ""Female Protagonist"", ""Wishes"", ""Cinderella"", ""Prince and Princesses"", ""Classic Tales"""
2938,3642,823/THE,Primary section,BKS,9780007244492,Collins,32p.,London,"Theobald, Joseph",Arthur's fantastic party,"Arthur the donkey is having a party - but he wants it to be fantastic. So fantastic, that only fantastic guests can come! But when none of his friends qualify to go on the guest list, he changes his mind - and everyone has lots of fun.",,Read at home,2005,"""Children's Literature, Picture Books, Animal Characters, Friendship, Parties, Life Lessons, Humor, Fantasy, Donkeys, Arthur the Donkey"""
2939,3643,294.5/VEN,Primary section,BKS,9789350464724,Tulika,14p.,Chennai,"Venkatesh, Arundhati",Junior kumbhakarna,,,,2021,"""Children's Literature, Folk Tales, Indian Mythology, Culture, Junior Readers, Adventure, Fiction, Storytelling, Folk Characters, Educational"""
2940,3644,891.433/DAM,Secondary section - Hindi,BKS,9788173358005,New Saraswati House,72p.,New Delhi,,कहानी संचय: Kahani sanchay : 6,Collection of  short stories.,,,,"""Indian Literature, Short Stories, Fiction, Story Collection, Hindi Language, Contemporary Fiction"""
2941,3645,891.433/DAM,Secondary section - Hindi,BKS,9789350411490,New Saraswati House,60p.,New Delhi,,कहानी संचय: Kahani sanchay:5,Collection of  short stories.,,,,"""Hindi Literature, Short Stories, Fiction, Story Collection, Indian Authors"""
2942,3646,823.914/HAR,Primary section,BKS,9781405235266,Egmont ,36p.,Great britain,"Hargreaves, Roger",Little miss bossy,,,Little miss series ,1981,"""Children's Literature, Picture Book, Girls' Stories, Values and Virtues, Teaching Responsibility, Character Development, Social Skills, Manners, Behavior, Educational, Parent-child Relationship, Fiction"""
2943,3647,305.232/BAB,Reference section,BKS,9781861872050,Helen Exley Giftbook,116p.,UK,,The baby blessing,"The joy, the wonder, the sheer miracle of a new baby are stunningly captured in ""The baby blessing."" This book makes a wonderful gift for any new parents.",,,2001,"""New Parents"", ""Baby Gifts"", ""Parenting"", ""Inspiration"", ""Joy"", ""Miracle"", ""Wonder"", ""Family"", ""Life Changes"", ""Blessing"""
2944,3648,428.3/MYF,Primary section,BKS,9789386538468,Wonder House Books,18p.,Canada,,My first book about me,Reading books for young readers.,,My first learning library,2019,"""Children's Books"", ""Beginner Reading Level"", ""Self-awareness"", ""Personal Development"", ""Educational Books"", ""Self-Identity"", ""First Readers Books"", ""Confidence Boosting"", ""Language Development"""
2945,3649,428.3/MYF,Primary section,BKS,9789386538499,Wonder House Books,18p.,Canada,,My first book about food,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Food Education, Nutrition, Reading Skills Development, Beginner Readers, Informative, Educational, Child-Friendly Recipes, Healthy Eating"""
2946,365,823.914/SSH,Primary section,BKS,9788180061097,Alka publications,8p.,Mumbai,"S., Shyamala","Nandu, the rude boy",,,Easy to read stories,,"""Children's Literature, Behavior, Manners, Conduct of life, Rudeness, Life Lessons, Discipline, Bullying, Character Development, Personal growth, Moral Values, Family & Relationships, Social Skills, Child Psychology, Parenting"""
2947,3650,428.3/MYF,Primary section,BKS,9789386538567,Wonder House Books,18p.,Canada,,My first book about wild animals,Reading books for young readers.,,My first learning library,2019,"""Children's Books"", ""Educational"", ""Wildlife"", ""Early Readers"", ""Animals"", ""Nature"", ""Learning"", ""Picture Book"", ""Kids"", ""Zoology"""
2948,3651,428.3/MYF,Primary section,BKS,9789386538444,Wonder House Books,18p.,Canada,,My first book about sea animal,Reading books for young readers.,,My first learning library,2019,"""Children's Books"", ""Educational"", ""Sea Animals"", ""Early Learning"", ""Nature"", ""Marine Life"", ""Youth Literature"", ""Aquatic Creatures"", ""Beginner Readers"", ""Children's Nonfiction"""
2949,3652,428.3/MYF,Primary section,BKS,9789386538529,Wonder House Books,18p.,Canada,,My first book about transport,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Education, Transportation, Beginners Reading, Young Readers, Learning to Read, Early Education, Kids Transport, Learning Materials, First Book, Elementary Learning, Vehicles, Reading Materials"""
2950,3653,428.3/MYF,Primary section,BKS,9789386538413,Wonder House Books,18p.,Canada,,My first book about flowers,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Educational, Botany, Flower Identification, Beginner Reading Level, Nature, Early Learning, Plants, Kid's Non-fiction, Outdoor Learning"""
2951,3654,428.3/MYF,Primary section,BKS,9789386538390,Wonder House Books,18p.,Canada,,My first book about baby animal,Reading books for young readers.,,My first learning library,2019,"""Children's Book, Educational, Baby Animals, Reading, Early Learning, Young Readers, Picture Book, Nature, Animal Education, Kid's Science, First Book Series, Fun Learning, Developmental Reading, Beginner Readers, Kid's Literature"""
2952,3655,428.3/MYF,Primary section,BKS,9789386538437,Wonder House Books,18p.,Canada,,My first book about opposites,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Learning Tools, Educational, Early Learning, First Reading Book, Language Development, Vocabulary Building, Conceptual Understanding, Opposites, Beginner Readers, Literature, Preschool Learning, Kindergarten Prep, Cognitive Skills, Visual Learning, Reading Fundamentals, Picture Books"""
2953,3656,428.3/MYF,Primary section,BKS,9789386538543,Wonder House Books,18p.,Canada,,My first book about farm animals and pets,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Educational, Farm Animals, Pets, Early Reading, Learning Resources, Picture Books, Books for Beginners, Young Readers, Kid's Literature, Animal Books, Learning about Animals"""
2954,3657,428.3/MYF,Primary section,BKS,9789386538574,Wonder House Books,18p.,Canada,,My first book about people at work,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Educational, Occupations, Early Learning, People at Work, Reading Skills Development, Young Readers, Beginner Books, Jobs and Careers, First Book Series"""
2955,3658,428.3/MYF,Primary section,BKS,9789386538550,Wonder House Books,18p.,Canada,,My first book about shapes,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Basic Concepts, Shapes, Educational, Reading Skills, Developmental Books, Learning Shapes, First Books, Picture Books"""
2956,3659,428.3/MYF,Primary section,BKS,9789386538406,Wonder House Books,18p.,Canada,,My first book about baby objects,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Baby Objects, Early Learning, Educational, First Reader, Picture Book, Toddler Books, Learning Tools, Vocabulary Building, Beginner Books, Reading Material, Preschool Books"""
2957,366,398.2/SLY,Reference section,BKS,9788180066160,Alka publications,32p.,Mumbai,,Sly fox and the little red hen,,,Read yourself,,"""Children's Literature, Animal Characters, Foxes, Hens, Morals, Fables, Adventure, Predators and Prey, Farm Animals, Cunning Characters, Storybook"""
2958,3660,428.3/MYF,Primary section,BKS,9789386538475,Wonder House Books,18p.,Canada,,My first book about birds,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Bird Identification, Educational, Nature, Early Learning, Non-fiction, Wildlife, Birds, Science for Kids, Beginner Readers, Young Readers, Exploring Nature"""
2959,3661,428.3/MYF,Primary section,BKS,9789386538482,Wonder House Books,18p.,Canada,,My first book about colors ,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Colors, Educational, Preschool Books, Reading, Beginner Readers"""
2960,3662,428.3/MYF,Primary section,BKS,9789386538383,Wonder House Books,18p.,Canada,,My first book about abc,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Alphabet Books, Educational Books, Beginner Reading, Literacy Development, Preschool Learning, Elementary Education, Reading Skills, First Books, Alphabet Learning"""
2961,3663,428.3/MYF,Primary section,BKS,9789386538451,Wonder House Books,18p.,Canada,,My first book about toys,Reading books for young readers.,,My first learning library,2019,"""Children's Books"", ""Early Learning"", ""Educational"", ""Toys"", ""First Book"", ""Young Readers"", ""Reading Beginners"", ""Elementary Learning"", ""Picture Books"", ""Interactive Reading"""
2962,3664,428.3/MYF,Primary section,BKS,9789386538505,Wonder House Books,18p.,Canada,,My first book about fruits,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Fruits Education, Reading Beginner, Educational Books, Healthy Eating, Young Readers, Picture Books, Nutrition Learning, Preschool Learning"""
2963,3665,428.3/MYF,Primary section,BKS,9789386538420,Wonder House Books,18p.,Canada,,My first book about number,Reading books for young readers.,,My first learning library,2019,"""Children's Books, Early Learning, Mathematics, Numbers, Education, Reading Skills, Counting Practice, Learning to Read, Numeracy Skills, Beginning Readers"""
2964,3666,428.3/MYF,Primary section,BKS,9789386538512,Wonder House Books,18p.,Canada,,My first book about at home,Reading books for young readers.,,My first learning library,2019,"""Young Readers, Children's Books, Reading Skills Development, Home-based Activities, Beginner's Guide, Early Education, Learning at Home, First Book, Child Development"""
2965,3667,428.3/MYF,Primary section,BKS,9789386538536,Wonder House Books,18p.,Canada,,My first book about vegetables,Reading books for young readers.,,My first learning library,2019,"""Children's Books"", ""Education"", ""Healthy Eating"", ""Vegetables"", ""Early Learning"", ""Reading Skills Development"", ""Nutritional Education"",""Children's Health"", ""Food & Cookbooks"""
